Title,SJR,H index,Quartile
Transactions of the Indian Ceramic Society,"0,258",24,Q3
"Vestnik Moskovskogo Universiteta, Seriya Geografiya","0,258",16,Q3
Acta Historiae Artis Slovenica,"0,257",6,Q1
Annali di Botanica,"0,257",21,Q3
Annals of Laparoscopic and Endoscopic Surgery,"0,257",6,Q3
Arts and the Market,"0,257",8,Q2
Biomedical and Biotechnology Research Journal,"0,257",12,Q3
Case Reports in Ophthalmology,"0,257",24,Q3
Cryo-Letters,"0,257",51,Q3
Cyber-Physical Systems,"0,257",15,Q3
Expert Review of Precision Medicine and Drug Development,"0,257",16,Q3
IEEJ Transactions on Industry Applications,"0,257",34,Q3
International Journal of Business Governance and Ethics,"0,257",21,Q3
International Journal of Language Studies,"0,257",10,Q2
Journal of Advanced Manufacturing Systems,"0,257",24,Q3
Journal of Agricultural Science and Technology,"0,257",45,Q3
Journal of Language and Education,"0,257",10,Q2
Journal of Medieval Iberian Studies,"0,257",11,Q1
Journal of the Nigerian Society of Physical Sciences,"0,257",8,Q3
Journal of Threatened Taxa,"0,257",15,Q3
Journal of Tropical Forest Science,"0,257",38,Q3
"Palaeontographica, Abteilung A: Palaozoologie - Stratigraphie","0,257",41,Q3
Polimery,"0,257",34,Q3
Politiche Sociali,"0,257",9,Q3
"Proceedings - Frontiers in Education Conference, FIE","0,257",46,-
Round Table,"0,257",31,Q3
Science in Context,"0,257",32,Q2
Supramolecular Chemistry,"0,257",47,Q3
Theory and Practice in Language Studies,"0,257",23,Q2
Vitis - Journal of Grapevine Research,"0,257",55,Q3
Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences,"0,257",52,Q3
Zoodiversity,"0,257",17,Q3
Acta medica Indonesiana,"0,256",34,Q3
Acta Palaeontologica Romaniae,"0,256",5,Q3
Agrivita,"0,256",17,Q3
Archaeologia Lituana,"0,256",2,Q2
Computational Continuum Mechanics,"0,256",6,Q3
Cybernetics and Systems Analysis,"0,256",28,Q3
Desalination and Water Treatment,"0,256",83,Q3
Frontiers in Heat and Mass Transfer,"0,256",27,Q3
Geociencias,"0,256",22,Q3
Iheringia - Serie Zoologia,"0,256",32,Q3
Indian Chemical Engineer,"0,256",19,Q3
Interamerican Journal of Psychology,"0,256",25,Q3
International Journal of Electric and Hybrid Vehicles,"0,256",20,Q3
International Journal of Fluid Power,"0,256",31,Q3
International Journal of Mechatronics and Manufacturing Systems,"0,256",17,Q3
Iranian Endodontic Journal,"0,256",32,Q3
Journal of Air Pollution and Health,"0,256",7,Q3
Journal of Applied Arts and Health,"0,256",5,Q1
Journal of Information Processing,"0,256",24,Q3
Journal of Inter-Organizational Relationships,"0,256",26,Q3
Journal of Nepal Health Research Council,"0,256",22,Q3
"Journal of Policing, Intelligence and Counter Terrorism","0,256",15,Q2
Journal of Sensors and Sensor Systems,"0,256",26,Q3
Journal of Social Work Practice in the Addictions,"0,256",29,Q3
Journal of Thermal Science and Technology,"0,256",23,Q3
Journal of trauma nursing : the official journal of the Society of Trauma Nurses,"0,256",28,Q3
Kant-Studien,"0,256",20,Q2
Kidney Cancer,"0,256",10,Q3
Kriterion (Austria),"0,256",5,Q2
Letters in Biomathematics,"0,256",13,Q3
Malacologia,"0,256",40,Q3
Nano Biomedicine and Engineering,"0,256",30,Q4
Pesquisa Agropecuaria Tropical,"0,256",25,Q3
Protection of Metals and Physical Chemistry of Surfaces,"0,256",32,Q3
Random Operators and Stochastic Equations,"0,256",20,Q4
Revista de Artes Marciales Asiaticas,"0,256",4,Q2
Sexologies,"0,256",21,Q3
South African Journal of Animal Sciences,"0,256",40,Q3
Strabismus,"0,256",36,Q3
Studies in Fungi,"0,256",6,Q3
Zbornik Instituta za Pedagoska Istrazivanja,"0,256",8,Q3
Acta Orthopaedica Belgica,"0,255",58,Q3
Analyse und Kritik,"0,255",14,Q2
Annals of Joint,"0,255",8,Q3
Arboricultural Journal,"0,255",25,Q3
Asian Journal of Agriculture and Biology,"0,255",16,Q3
Australian Journal of Linguistics,"0,255",26,Q2
Categories and General Algebraic Structures with Applications,"0,255",7,Q3
Chimia,"0,255",60,Q3
Critique Internationale,"0,255",20,Q2
Current Green Chemistry,"0,255",11,Q3
Egyptian Journal of Anaesthesia,"0,255",18,Q3
European Journal of Cultural and Political Sociology,"0,255",15,Q1
Fundamental and Applied Mathematics,"0,255",8,Q3
"International Journal of Aviation, Aeronautics, and Aerospace","0,255",14,Q3
International Journal of Mathematics and Mathematical Sciences,"0,255",44,Q3
International Journal of Medical Engineering and Informatics,"0,255",16,Q3
International Journal of Productivity and Quality Management,"0,255",32,Q3
Iranian Journal of Child Neurology,"0,255",20,Q3
Islam and Christian-Muslim Relations,"0,255",23,Q1
JAMS Journal of Acupuncture and Meridian Studies,"0,255",39,Q3
Journal of Community Health Nursing,"0,255",38,Q3
Journal of Eta Maritime Science,"0,255",7,Q3
"Journal of Herbs, Spices and Medicinal Plants","0,255",34,Q3
Journal of Historical Sociolinguistics,"0,255",7,Q2
Journal of Latin American Studies,"0,255",51,Q2
Journal of Law and Society,"0,255",56,Q2
Journal of Library Science in China,"0,255",8,Q2
Journal of Military Ethics,"0,255",25,Q2
Journal of Oil Palm Research,"0,255",32,Q3
Journal of Structured Finance,"0,255",5,Q3
Legal Studies,"0,255",29,Q2
Neurocirugia,"0,255",26,Q3
New Zealand Journal of Crop and Horticultural Science,"0,255",47,Q3
Noctua,"0,255",1,Q1
Open Public Health Journal,"0,255",14,Q3
Proceedings of the Entomological Society of Washington,"0,255",30,Q3
Res Philosophica,"0,255",17,Q2
Research in Educational Administration and Leadership,"0,255",8,Q3
Revista de Cancioneros Impresos y Manuscritos,"0,255",3,Q1
Slavery and Abolition,"0,255",28,Q1
Tec Empresarial,"0,255",7,Q3
Tropical Natural History,"0,255",9,Q3
Ultrasound,"0,255",24,Q3
Unfallchirurgie (Germany),"0,255",54,Q3
Acta Chimica Slovenica,"0,254",53,Q3
Advances in Condensed Matter Physics,"0,254",32,Q3
Anales del Jardin Botanico de Madrid,"0,254",25,Q3
Archive for the Psychology of Religion,"0,254",21,Q1
Archives of Automotive Engineering,"0,254",11,Q4
BioRisk,"0,254",10,Q3
Brazilian Journal of Occupational Therapy,"0,254",12,Q3
Bulletin of the Iraq Natural History Museum,"0,254",8,Q3
"Cancer Research, Statistics, and Treatment","0,254",21,Q2
Central European Journal of Energetic Materials,"0,254",32,Q3
Economic Affairs,"0,254",23,Q3
Emirates Journal of Food and Agriculture,"0,254",43,Q3
Environmental Health Engineering and Management,"0,254",12,Q3
EPJ Nuclear Sciences and Technologies,"0,254",4,Q3
Estudios Eclesiasticos,"0,254",7,Q1
Eurasian Journal of Medicine and Oncology,"0,254",12,Q3
Exploration of Immunology,"0,254",5,Q3
Forensic Science International: Genetics Supplement Series,"0,254",29,Q3
Fragmenta Entomologica,"0,254",10,Q3
Fukushima Journal of Medical Sciences,"0,254",20,Q3
GeoScape,"0,254",8,Q3
"InterCarto, InterGIS","0,254",8,-
International Journal of Design and Nature and Ecodynamics,"0,254",22,Q3
International Journal of Diabetes in Developing Countries,"0,254",33,Q3
International Journal of Supply and Operations Management,"0,254",11,Q3
Iranian Journal of Applied Animal Science,"0,254",15,Q3
Jornal Brasileiro de Psiquiatria,"0,254",25,Q4
Journal of Aerospace Technology and Management,"0,254",26,Q3
Journal of Comparative Politics,"0,254",7,Q2
Journal of Endometriosis and Pelvic Pain Disorders,"0,254",17,Q3
Journal of General Music Education,"0,254",3,Q1
Journal of Korean Academic Society of Nursing Education,"0,254",8,Q2
Journal of Korean Institute of Metals and Materials,"0,254",23,Q3
"Journal of Management, Spirituality and Religion","0,254",35,Q1
"Journal of Numerical Analysis, Industrial and Applied Mathematics","0,254",23,Q3
Journal of Opioid Management,"0,254",46,Q3
Journal of the ASEAN Federation of Endocrine Societies,"0,254",8,Q4
Journal of the British Academy,"0,254",11,Q2
Journal of World Energy Law and Business,"0,254",12,Q2
Kinetics and Catalysis,"0,254",39,Q3
Konstantinove Listy,"0,254",9,Q1
Korean Journal of Plant Taxonomy,"0,254",9,Q3
Outlooks on Pest Management,"0,254",37,Q3
Pravention und Gesundheitsforderung,"0,254",14,Q3
Praxis Educativa,"0,254",9,Q3
Progress In Electromagnetics Research M,"0,254",39,Q3
Revista de Sociologia e Politica,"0,254",19,Q3
Twentieth-Century Music,"0,254",16,Q1
Wader Study,"0,254",17,Q3
Zhejiang da xue xue bao. Yi xue ban = Journal of Zhejiang University. Medical sciences,"0,254",16,Q3
ACM International Conference Proceeding Series,"0,253",151,-
Advances in Pure and Applied Mathematics,"0,253",16,Q3
American Journal of Economics and Sociology,"0,253",45,Q3
Annals of Pancreatic Cancer,"0,253",7,Q3
Applications of Mathematics,"0,253",32,Q4
Baltic Journal of Modern Computing,"0,253",9,Q3
Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie,"0,253",22,Q3
Case Reports in Medicine,"0,253",27,Q3
Environment and Natural Resources Journal,"0,253",11,Q3
Ethik in der Medizin,"0,253",14,Q2
"EUREKA, Physics and Engineering","0,253",12,Q3
Geographia Technica,"0,253",16,Q3
Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University,"0,253",28,Q3
Indian Journal of Marketing,"0,253",14,Q3
International Journal of Economic Policy in Emerging Economies,"0,253",19,Q3
International Journal of Engineering Systems Modelling and Simulation,"0,253",16,Q3
International Journal of Sociotechnology and Knowledge Development,"0,253",16,Q3
Journal of African American Studies,"0,253",22,Q1
Journal of Drug Policy Analysis,"0,253",6,Q3
Journal of Energy in Southern Africa,"0,253",27,Q3
Journal of Palestine Studies,"0,253",35,Q3
Journal of the Indian Ocean Region,"0,253",20,Q2
Mathematical Intelligencer,"0,253",29,Q2
Monte Carlo Methods and Applications,"0,253",27,Q4
Narodopisna Revue,"0,253",4,Q1
"New Materials, Compounds and Applications","0,253",6,Q3
Novaya i Novejshaya Istoriya,"0,253",4,Q1
Polimeros,"0,253",38,Q3
Polish Journal of Veterinary Sciences,"0,253",35,Q3
Sociedade e Estado,"0,253",19,Q3
Transactions of the American Entomological Society,"0,253",22,Q3
Zolotoordynskoe Obozrenie,"0,253",5,Q1
Ambiente e Sociedade,"0,252",26,Q3
American Journal of Nursing,"0,252",65,Q3
Anti-Trafficking Review,"0,252",9,Q2
AORN Journal,"0,252",53,Q2
Archaeologia Historica,"0,252",7,Q1
Atalanta,"0,252",4,Q1
Bangladesh Journal of Medical Science,"0,252",17,Q3
Botanica Pacifica,"0,252",9,Q3
"Bulletin of Geography, Physical Geography Series","0,252",7,Q3
Current Optics and Photonics,"0,252",13,Q3
Foundations and Trends in Electronic Design Automation,"0,252",18,Q3
Global Responsibility to Protect,"0,252",17,Q2
Historia Social,"0,252",9,Q1
International Journal for Ion Mobility Spectrometry,"0,252",26,Q4
International Journal of Management and Decision Making,"0,252",27,Q3
International Journal of Statistics in Medical Research,"0,252",4,Q2
International Journal of Web Based Communities,"0,252",25,Q3
Iranian Journal of Chemistry and Chemical Engineering,"0,252",33,Q3
Journal of Agricultural Resources and Environment,"0,252",10,Q3
Journal of Animal Health and Production,"0,252",8,Q3
Journal of Computational Biophysics and Chemistry,"0,252",30,Q3
Journal of Education,"0,252",12,Q2
Journal of Failure Analysis and Prevention,"0,252",35,Q3
Journal of Gemmology,"0,252",10,Q3
Journal of Human Sport and Exercise,"0,252",32,Q3
Journal of Human Values,"0,252",19,Q1
Journal of perioperative practice,"0,252",21,Q2
Journal of Visual Communication in Medicine,"0,252",19,Q1
Measurement Techniques,"0,252",25,Q4
Ming studies,"0,252",7,Q1
Molecular Astrophysics,"0,252",15,Q3
Nano,"0,252",35,Q3
Participatory Educational Research,"0,252",11,Q3
Plant Protection,"0,252",5,Q3
Planta Daninha,"0,252",37,Q3
Progress in Chemistry,"0,252",38,Q3
Progress in Reaction Kinetics and Mechanism,"0,252",27,Q4
Revista Transilvania,"0,252",10,Q1
Revue Biblique,"0,252",10,Q1
Sleep and Vigilance,"0,252",9,Q4
Social Psychology and Society,"0,252",8,Q3
South Asia: Journal of South Asia Studies,"0,252",27,Q1
"Tenside, Surfactants, Detergents","0,252",29,Q3
Agriculture and Forestry,"0,251",10,Q3
Atmospheric and Oceanic Optics,"0,251",25,Q3
Atomic Energy,"0,251",22,Q3
Avicenna Journal of Nursing and Midwifery Care,"0,251",6,Q3
Biophysics (Russian Federation),"0,251",22,Q4
Biosurface and Biotribology,"0,251",8,Q3
Computer Optics,"0,251",39,Q3
Data and Metadata,"0,251",15,Q3
Ecological Genetics and Genomics,"0,251",14,Q4
Economic and Political Weekly,"0,251",70,Q2
Engineering Economist,"0,251",36,Q3
"Foundations and Trends in Technology, Information and Operations Management","0,251",17,Q4
Global Cardiology Science and Practice,"0,251",25,Q3
IAENG International Journal of Applied Mathematics,"0,251",23,Q4
International Journal of Aquatic Biology,"0,251",7,Q3
International Journal of Data Warehousing and Mining,"0,251",25,Q4
International Journal of Decision Support System Technology,"0,251",15,Q3
International Journal of E-Services and Mobile Applications,"0,251",13,Q3
International Journal of Human Movement and Sports Sciences,"0,251",12,Q3
International Journal of Psychology and Psychological Therapy,"0,251",39,Q3
International Journal of Software Engineering and Knowledge Engineering,"0,251",41,Q3
Journal of Algorithms and Computational Technology,"0,251",20,Q3
Journal of Applied Logics,"0,251",9,Q4
Journal of Astronomy and Space Sciences,"0,251",15,Q3
Journal of Chiropractic Education,"0,251",12,Q3
Journal of Contemporary Mathematical Analysis,"0,251",11,Q4
Journal of Research of the National Institute of Standards and Technology,"0,251",65,Q3
Journal of Testing and Evaluation,"0,251",48,Q3
Journal of the Canadian Dental Association,"0,251",69,Q3
Kappa Delta Pi Record,"0,251",13,Q3
Logical Investigations,"0,251",5,Q2
Management,"0,251",21,Q3
Metrology and Measurement Systems,"0,251",35,Q4
Mineralogia,"0,251",12,Q3
Neural Network World,"0,251",30,Q4
Nukleonika,"0,251",26,Q3
Periodico di Mineralogia,"0,251",32,Q3
Rare Tumors,"0,251",21,Q3
Studia Quaternaria,"0,251",16,Q3
Swiss Journal of Sociology,"0,251",9,Q3
Urbano,"0,251",5,Q3
"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition","0,251",17,Q2
Zeitschrift fur Kristallographie - Crystalline Materials,"0,251",21,Q3
Agua y Territorio,"0,250",4,Q1
Anatolica,"0,250",9,Q1
Applied Mathematics and Nonlinear Sciences,"0,250",23,Q3
Archives of Thermodynamics,"0,250",20,Q3
Brazilian Archives of Biology and Technology,"0,250",64,Q2
Columbia Journal of Transnational Law,"0,250",37,Q2
COMPEL - The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,"0,250",35,Q3
Comptes Rendus - Mecanique,"0,250",64,Q3
Economics and Business Letters,"0,250",11,Q3
Egyptian Liver Journal,"0,250",9,Q3
Electrica,"0,250",15,Q3
European Convention on Human Rights Law Review,"0,250",4,Q2
European Journal of Applied Linguistics and TEFL,"0,250",5,Q2
Experimental Oncology,"0,250",48,Q4
Finisterra,"0,250",15,Q3
Floresta e Ambiente,"0,250",20,Q3
Human Rights Quarterly,"0,250",77,Q3
Hydrological Research Letters,"0,250",14,Q3
Indian Journal of Nephrology,"0,250",34,Q3
Indian Journal of Surgical Oncology,"0,250",24,Q3
InterEULawEast,"0,250",5,Q2
International Forum of Psychoanalysis,"0,250",19,Q3
International Journal of Digital Multimedia Broadcasting,"0,250",18,Q2
International Journal of Quantum Information,"0,250",44,Q3
International Journal of Religious Tourism and Pilgrimage,"0,250",14,Q1
Journal of Asian Pacific Communication,"0,250",23,Q3
Journal of Multiscale Modeling,"0,250",12,Q4
Journal of the Chinese Society of Corrosion and Protection,"0,250",19,Q3
Journal of the Korean Society of Food Science and Nutrition,"0,250",29,Q3
Kuei Suan Jen Hsueh Pao/ Journal of the Chinese Ceramic Society,"0,250",35,Q3
Mathematical Modeling and Computing,"0,250",10,Q4
Pacific Focus,"0,250",14,Q2
Pedagogia Social,"0,250",7,Q3
Pediatric nursing,"0,250",51,Q3
Philanthropy and Education,"0,250",4,Q3
Plasma Research Express,"0,250",10,Q3
Proceedings of the IEEE Power Engineering Society Transmission and Distribution Conference,"0,250",70,-
Publications de l'Institut Mathematique,"0,250",19,Q3
Quaderni Costituzionali,"0,250",7,Q2
Russian Journal of Ecology,"0,250",29,Q4
Social Security Bulletin,"0,250",28,Q3
South African Journal of Chemistry,"0,250",27,Q3
Texas Heart Institute Journal,"0,250",63,Q3
Turk Kardiyoloji Dernegi Arsivi,"0,250",28,Q3
Acta Horticulturae Sinica,"0,249",15,Q3
Asia Oceania Journal of Nuclear Medicine and Biology,"0,249",8,Q3
Banks and Bank Systems,"0,249",22,Q2
Carpathian Journal of Earth and Environmental Sciences,"0,249",27,Q3
College and Research Libraries News,"0,249",25,Q3
Conference Record - IEEE Instrumentation and Measurement Technology Conference,"0,249",42,-
Current History,"0,249",28,Q1
Eurasian Journal of Educational Research,"0,249",27,Q3
European Journal of Education and Psychology,"0,249",9,Q3
Flux,"0,249",15,Q3
Historia Critica,"0,249",13,Q1
Ilmu Kelautan: Indonesian Journal of Marine Sciences,"0,249",7,Q3
International Area Studies Review,"0,249",17,Q3
International Journal of Electrical and Electronic Engineering and Telecommunications,"0,249",21,Q3
International Journal of Men's Social and Community Health,"0,249",7,Q2
International Review of Applied Sciences and Engineering,"0,249",11,Q2
Journal of Argumentation in Context,"0,249",10,Q2
Journal of Asian American Studies,"0,249",6,Q1
Journal of Cardiovascular Echography,"0,249",15,Q3
Journal of Cold War Studies,"0,249",15,Q1
Journal of Derivatives,"0,249",50,Q3
"Journal of Financial Management, Markets and Institutions","0,249",5,Q3
Korean Journal of Adult Nursing,"0,249",14,Q3
Law Reform: Jurnal Pembaharuan Hukum,"0,249",5,Q2
Orthopadie,"0,249",47,Q3
Phlebologie,"0,249",28,Q3
Proceedings of the Indian Academy of Sciences: Mathematical Sciences,"0,249",29,Q3
Proceedings of the National Academy of Sciences India Section A - Physical Sciences,"0,249",25,Q3
Proceedings of the Zoological Institute of the Russian Academy of Sciences,"0,249",6,Q3
Radioengineering,"0,249",48,Q3
Revista de Derecho Administrativo Economico,"0,249",4,Q2
Revista Espanola de la Transparencia,"0,249",4,Q2
Scientia Agricultura Sinica,"0,249",26,Q3
